make,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_comb,co2_emissions
INFINITI,SUBCOMPACT,3.7,6,AS7,Z,11.7,269
INFINITI,SUBCOMPACT,3.7,6,M6,Z,12.3,283
INFINITI,MID-SIZE,3.7,6,AS7,Z,11.0,253
INFINITI,MID-SIZE,5.6,8,AS7,Z,12.4,285
INFINITI,MID-SIZE,3.7,6,AS7,Z,11.6,267
INFINITI,MID-SIZE,5.6,8,AS7,Z,12.9,297
INFINITI,MID-SIZE,3.5,6,AS7,Z,7.5,172
INFINITI,STATION WAGON - SMALL,3.7,6,AS7,Z,11.9,274
INFINITI,SUV - SMALL,3.5,6,AV7,Z,10.1,232
INFINITI,SUV - SMALL,3.5,6,AV7,Z,10.7,246
INFINITI,SUV - STANDARD,2.5,4,AV7,X,8.7,200
INFINITI,SUV - SMALL,3.7,6,AS7,Z,12.8,294
INFINITI,SUV - STANDARD,5.6,8,AS7,Z,14.7,338
JAGUAR,TWO-SEATER,3.0,6,AS8,Z,10.3,237
JAGUAR,TWO-SEATER,3.0,6,AS8,Z,10.3,237
JAGUAR,TWO-SEATER,3.0,6,AS8,Z,10.6,244
JAGUAR,TWO-SEATER,3.0,6,AS8,Z,10.6,244
JAGUAR,TWO-SEATER,5.0,8,AS8,Z,12.8,294
JAGUAR,TWO-SEATER,5.0,8,AS8,Z,12.8,294
JAGUAR,MID-SIZE,2.0,4,AS8,Z,10.5,242
JAGUAR,MID-SIZE,3.0,6,AS8,Z,11.6,267
JAGUAR,MID-SIZE,5.0,8,AS8,Z,13.2,304
JAGUAR,MID-SIZE,5.0,8,AS8,E,18.1,290
JAGUAR,MID-SIZE,5.0,8,AS8,Z,13.2,304
JAGUAR,FULL-SIZE,3.0,6,AS8,Z,12.4,285
JAGUAR,FULL-SIZE,5.0,8,AS8,Z,13.3,306
JAGUAR,FULL-SIZE,5.0,8,AS8,E,17.5,280
JAGUAR,FULL-SIZE,3.0,6,AS8,Z,12.5,288
JAGUAR,FULL-SIZE,5.0,8,AS8,Z,13.3,306
JAGUAR,FULL-SIZE,5.0,8,AS8,E,17.5,280
JAGUAR,FULL-SIZE,5.0,8,AS8,Z,13.3,306
JAGUAR,FULL-SIZE,5.0,8,AS8,Z,13.3,306
JAGUAR,MINICOMPACT,5.0,8,AS6,Z,13.6,313
JAGUAR,MINICOMPACT,5.0,8,AS6,Z,13.4,308
JAGUAR,MINICOMPACT,5.0,8,AS6,Z,13.6,313
JAGUAR,MINICOMPACT,5.0,8,AS6,Z,13.4,308
JEEP,SUV - SMALL,2.4,4,A9,X,9.5,218
JEEP,SUV - SMALL,2.4,4,A9,X,9.5,218
JEEP,SUV - SMALL,2.4,4,A9,E,12.9,206
JEEP,SUV - SMALL,3.2,6,A9,X,9.9,228
JEEP,SUV - SMALL,2.4,4,A9,X,10.0,230
JEEP,SUV - SMALL,2.4,4,A9,X,10.0,230
JEEP,SUV - SMALL,2.4,4,A9,E,13.7,219
JEEP,SUV - SMALL,3.2,6,A9,X,10.2,235
JEEP,SUV - SMALL,2.4,4,A9,X,10.1,232
JEEP,SUV - SMALL,3.2,6,A9,X,10.9,251
JEEP,SUV - SMALL,2.4,4,A9,X,10.9,251
JEEP,SUV - SMALL,3.2,6,A9,X,10.8,248
JEEP,SUV - SMALL,2.0,4,AV,X,9.9,228
JEEP,SUV - SMALL,2.0,4,M5,X,9.2,212
JEEP,SUV - SMALL,2.4,4,A6,X,10.0,230
JEEP,SUV - SMALL,2.4,4,M5,X,9.3,214
JEEP,SUV - SMALL,2.4,4,A6,X,10.2,235
JEEP,SUV - SMALL,2.4,4,M5,X,9.7,223
JEEP,SUV - SMALL,2.4,4,AV,X,11.1,255
JEEP,SUV - STANDARD,3.0,6,A8,D,9.9,267
JEEP,SUV - STANDARD,3.6,6,A8,X,12.1,278
JEEP,SUV - STANDARD,3.6,6,A8,E,15.6,250
JEEP,SUV - STANDARD,5.7,8,A8,X,14.7,338
JEEP,SUV - STANDARD,6.4,8,A8,Z,15.8,363
JEEP,SUV - SMALL,2.0,4,AV,X,9.9,228
JEEP,SUV - SMALL,2.0,4,M5,X,9.2,212
JEEP,SUV - SMALL,2.4,4,A6,X,10.0,230
JEEP,SUV - SMALL,2.4,4,M5,X,9.3,214
JEEP,SUV - SMALL,2.4,4,A6,X,10.2,235
JEEP,SUV - SMALL,2.4,4,M5,X,9.7,223
JEEP,SUV - SMALL,2.4,4,AV,X,11.1,255
JEEP,SUV - SMALL,1.4,4,M6,X,8.8,202
JEEP,SUV - SMALL,2.4,4,A9,X,9.4,216
JEEP,SUV - SMALL,2.4,4,A9,E,12.2,195
JEEP,SUV - SMALL,1.4,4,M6,X,8.8,202
JEEP,SUV - SMALL,2.4,4,A9,X,9.8,225
JEEP,SUV - SMALL,3.6,6,A5,X,12.8,294
JEEP,SUV - SMALL,3.6,6,M6,X,12.8,294
JEEP,SUV - SMALL,3.6,6,A5,X,13.4,308
JEEP,SUV - SMALL,3.6,6,M6,X,13.4,308
KIA,FULL-SIZE,3.3,6,AS6,X,10.7,246
KIA,MID-SIZE,1.8,4,AS6,X,7.6,175
KIA,MID-SIZE,1.8,4,M6,X,7.9,182
KIA,MID-SIZE,2.0,4,AS6,X,8.3,191
KIA,MID-SIZE,2.0,4,M6,X,8.5,196
KIA,FULL-SIZE,1.6,4,AS6,X,9.7,223
KIA,FULL-SIZE,1.6,4,M6,X,9.8,225
KIA,FULL-SIZE,2.0,4,AS6,X,8.5,196
KIA,FULL-SIZE,2.0,4,M6,X,8.4,193
KIA,COMPACT,1.6,4,AS6,X,9.4,216
KIA,COMPACT,1.6,4,M6,X,9.6,221
KIA,COMPACT,2.0,4,AS6,X,8.6,198
KIA,COMPACT,2.0,4,M6,X,8.8,202
KIA,FULL-SIZE,3.8,6,AS8,X,11.3,260
KIA,FULL-SIZE,5.0,8,AS8,Z,13.3,306
KIA,MID-SIZE,2.0,4,AS6,X,9.9,228
KIA,MID-SIZE,2.4,4,AS6,X,8.7,200
KIA,MID-SIZE,2.4,4,AS6,X,6.3,145
KIA,MID-SIZE,2.4,4,AS6,X,6.4,147
KIA,COMPACT,1.6,4,AS6,X,7.7,177
KIA,COMPACT,1.6,4,M6,X,7.7,177
KIA,COMPACT,1.6,4,AS6,X,7.6,175
KIA,STATION WAGON - MID-SIZE,2.0,4,AS6,X,9.3,214
KIA,STATION WAGON - MID-SIZE,2.0,4,M6,X,9.3,214
KIA,MINIVAN,3.3,6,AS6,X,11.6,267
KIA,MINIVAN,3.3,6,AS6,X,11.4,262
KIA,MINIVAN,3.3,6,AS6,X,12.5,288
KIA,SUV - SMALL,2.4,4,AS6,X,10.4,239
KIA,SUV - SMALL,3.3,6,AS6,X,11.1,255
KIA,SUV - SMALL,2.4,4,AS6,X,10.9,251
KIA,SUV - SMALL,3.3,6,AS6,X,11.8,271
KIA,STATION WAGON - SMALL,1.6,4,AS6,X,8.9,205
KIA,STATION WAGON - SMALL,1.6,4,M6,X,9.0,207
KIA,STATION WAGON - SMALL,2.0,4,AS6,X,9.0,207
KIA,STATION WAGON - SMALL,2.0,4,AS6,X,8.8,202
KIA,SUV - SMALL,2.4,4,AS6,X,10.0,230
KIA,SUV - SMALL,2.4,4,M6,X,11.3,260
KIA,SUV - SMALL,2.0,4,AS6,X,11.3,260
KIA,SUV - SMALL,2.4,4,AS6,X,10.7,246
LAMBORGHINI,TWO-SEATER,6.5,12,AM7,Z,17.9,412
LAMBORGHINI,TWO-SEATER,6.5,12,AM7,Z,19.7,453
LAMBORGHINI,TWO-SEATER,5.2,10,AM7,Z,14.5,334
LAMBORGHINI,TWO-SEATER,6.5,12,AM7,Z,18.4,423
LAND ROVER,SUV - SMALL,2.0,4,AS6,Z,11.9,274
LAND ROVER,SUV - STANDARD,3.0,6,AS8,Z,14.3,329
LAND ROVER,SUV - STANDARD,3.0,6,AS8,Z,12.3,283
LAND ROVER,SUV - STANDARD,5.0,8,AS8,Z,15.1,347
LAND ROVER,SUV - STANDARD,5.0,8,AS8,E,21.4,342
LAND ROVER,SUV - STANDARD,5.0,8,AS8,Z,15.1,347
LAND ROVER,SUV - STANDARD,5.0,8,AS8,E,21.4,342
LAND ROVER,SUV - SMALL,2.0,4,AS9,Z,9.7,223
LAND ROVER,SUV - SMALL,2.0,4,AS9,Z,9.7,223
LAND ROVER,SUV - STANDARD,3.0,6,AS8,Z,12.4,285
LAND ROVER,SUV - STANDARD,5.0,8,AS8,Z,14.7,338
LAND ROVER,SUV - STANDARD,5.0,8,AS8,E,20.7,331
LEXUS,COMPACT,1.8,4,AV,X,5.7,131
LEXUS,MID-SIZE,2.5,4,AV6,X,5.9,136
LEXUS,MID-SIZE,3.5,6,AS6,X,9.6,221
LEXUS,MID-SIZE,3.5,6,AS8,Z,10.6,244
LEXUS,MID-SIZE,3.5,6,AS6,Z,11.0,253
LEXUS,MID-SIZE,3.5,6,AV8,Z,7.5,172
LEXUS,SUV - STANDARD,4.6,8,AS6,Z,13.9,320
LEXUS,COMPACT,2.5,6,AS6,Z,9.6,221
LEXUS,COMPACT,2.5,6,AS6,Z,10.4,239
LEXUS,SUBCOMPACT,2.5,6,AS6,Z,9.6,221
LEXUS,COMPACT,3.5,6,AS8,Z,10.6,244
LEXUS,COMPACT,3.5,6,AS6,Z,11.0,253
LEXUS,SUBCOMPACT,3.5,6,AS6,Z,10.6,244
LEXUS,MID-SIZE,4.6,8,AS8,Z,12.3,283
LEXUS,MID-SIZE,4.6,8,AS8,Z,12.9,297
LEXUS,MID-SIZE,4.6,8,AS8,Z,12.9,297
LEXUS,MID-SIZE,5.0,8,AV8,Z,11.5,264
LEXUS,SUV - STANDARD,5.7,8,AS6,Z,16.6,382
LEXUS,SUV - SMALL,2.0,4,AS6,Z,9.6,221
LEXUS,SUV - SMALL,2.0,4,AS6,Z,9.9,228
LEXUS,SUV - SMALL,2.5,4,AV6,X,7.4,170
LEXUS,SUBCOMPACT,3.5,6,AS8,Z,10.6,244
LEXUS,SUBCOMPACT,3.5,6,AS6,Z,11.0,253
LEXUS,SUBCOMPACT,5.0,8,AS8,Z,12.6,290
LEXUS,SUV - SMALL,3.5,6,AS6,X,11.7,269
LEXUS,SUV - SMALL,3.5,6,AS8,X,11.1,255
LEXUS,SUV - SMALL,3.5,6,AV6,Z,8.2,189
LINCOLN,SUV - SMALL,2.0,4,AS6,X,10.9,251
LINCOLN,SUV - SMALL,2.3,4,AS6,X,11.2,258
LINCOLN,FULL-SIZE,3.5,6,AS6,X,11.9,274
LINCOLN,FULL-SIZE,3.7,6,AS6,X,11.2,258
LINCOLN,SUV - STANDARD,3.5,6,AS6,X,12.8,294
LINCOLN,SPECIAL PURPOSE VEHICLE,2.0,4,AS6,X,10.1,232
LINCOLN,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,12.2,281
LINCOLN,SUV - SMALL,3.7,6,AS6,X,12.1,278
LINCOLN,MID-SIZE,2.0,4,AS6,X,8.9,205
LINCOLN,MID-SIZE,3.7,6,AS6,X,11.3,260
LINCOLN,MID-SIZE,2.0,4,AV,X,5.8,133
LINCOLN,SUV - STANDARD,3.5,6,AS6,X,14.2,327
LINCOLN,SUV - STANDARD,3.5,6,AS6,X,14.4,331
MASERATI,MID-SIZE,3.0,6,AS8,Z,12.7,292
MASERATI,MID-SIZE,3.0,6,AS8,Z,12.8,294
MASERATI,SUBCOMPACT,4.7,8,AS6,Z,15.1,347
MASERATI,SUBCOMPACT,4.7,8,AS6,Z,15.2,350
MASERATI,FULL-SIZE,3.8,8,AS8,Z,14.5,334
MASERATI,FULL-SIZE,3.0,6,AS8,Z,13.0,299
MAZDA,SUV - SMALL,2.0,4,AS6,X,8.2,189
MAZDA,SUV - SMALL,2.0,4,M6,X,8.0,184
MAZDA,SUV - SMALL,2.5,4,AS6,X,8.6,198
MAZDA,SUV - SMALL,2.0,4,AS6,X,8.5,196
MAZDA,SUV - SMALL,2.5,4,AS6,X,9.0,207
MAZDA,SUV - SMALL,3.7,6,AS6,X,12.3,283
MAZDA,SUV - SMALL,3.7,6,AS6,X,12.7,292
MAZDA,COMPACT,2.0,4,AS6,X,6.9,159
MAZDA,COMPACT,2.0,4,M6,X,7.0,161
MAZDA,COMPACT,2.5,4,AS6,X,7.4,170
MAZDA,COMPACT,2.5,4,AS6,X,7.2,166
MAZDA,COMPACT,2.5,4,M6,X,8.0,184
MAZDA,MID-SIZE,2.0,4,AS6,X,7.0,161
MAZDA,MID-SIZE,2.0,4,M6,X,7.1,163
MAZDA,MID-SIZE,2.5,4,AS6,X,7.7,177
MAZDA,MID-SIZE,2.5,4,AS6,X,7.2,166
MAZDA,MID-SIZE,2.5,4,M6,X,8.1,186
MAZDA,MINIVAN,2.5,4,AS5,X,9.6,221
MAZDA,MINIVAN,2.5,4,M6,X,9.8,225
MAZDA,MID-SIZE,2.5,4,AS6,X,7.6,175
MAZDA,MID-SIZE,2.5,4,M6,X,8.1,186
MAZDA,MID-SIZE,2.5,4,AS6,X,7.3,168
MAZDA,TWO-SEATER,2.0,4,AS6,Z,10.1,232
MAZDA,TWO-SEATER,2.0,4,M5,Z,9.6,221
MAZDA,TWO-SEATER,2.0,4,M6,Z,9.9,228
MERCEDES-BENZ,STATION WAGON - SMALL,2.0,4,AS7,Z,8.0,184
MERCEDES-BENZ,STATION WAGON - SMALL,2.0,4,AS7,Z,8.9,205
MERCEDES-BENZ,SUBCOMPACT,1.8,4,AS7,Z,9.4,216
MERCEDES-BENZ,COMPACT,2.0,4,AS7,Z,9.0,207
MERCEDES-BENZ,SUBCOMPACT,3.5,6,AS7,Z,10.6,244
MERCEDES-BENZ,SUBCOMPACT,3.5,6,AS7,Z,10.5,242
MERCEDES-BENZ,COMPACT,3.0,6,AS7,Z,9.9,228
MERCEDES-BENZ,SUBCOMPACT,6.2,8,AS7,Z,15.4,354
MERCEDES-BENZ,SUBCOMPACT,2.0,4,AS7,Z,8.1,186
MERCEDES-BENZ,SUBCOMPACT,2.0,4,AS7,Z,8.8,202
MERCEDES-BENZ,COMPACT,2.0,4,AS7,Z,9.1,209
MERCEDES-BENZ,COMPACT,3.0,6,AS7,Z,10.5,242
MERCEDES-BENZ,COMPACT,4.7,8,AS7,Z,12.5,288
MERCEDES-BENZ,COMPACT,5.5,8,AS7,Z,13.1,301
MERCEDES-BENZ,MID-SIZE,2.1,4,AS7,D,7.4,200
MERCEDES-BENZ,MID-SIZE,3.5,6,AS7,Z,10.2,235
MERCEDES-BENZ,MID-SIZE,3.0,6,AS7,Z,10.4,239
MERCEDES-BENZ,STATION WAGON - MID-SIZE,3.5,6,AS7,Z,10.8,248
MERCEDES-BENZ,SUBCOMPACT,3.5,6,AS7,Z,10.0,230
MERCEDES-BENZ,SUBCOMPACT,3.5,6,AS7,Z,10.2,235
MERCEDES-BENZ,MID-SIZE,4.7,8,AS7,Z,11.4,262
MERCEDES-BENZ,SUBCOMPACT,4.7,8,AS7,Z,11.7,269
MERCEDES-BENZ,SUBCOMPACT,4.7,8,AS7,Z,11.4,262
MERCEDES-BENZ,MID-SIZE,5.5,8,AS7,Z,13.3,306
MERCEDES-BENZ,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,13.3,306
MERCEDES-BENZ,SUV - STANDARD,5.5,8,AS7,Z,18.2,419
MERCEDES-BENZ,SUV - STANDARD,5.5,8,AS7,Z,18.5,426
MERCEDES-BENZ,SUV - STANDARD,3.0,6,AS7,D,12.0,324
MERCEDES-BENZ,SUV - STANDARD,3.0,6,AS7,Z,14.0,322
MERCEDES-BENZ,SUV - STANDARD,4.7,8,AS7,Z,15.6,359
MERCEDES-BENZ,SUV - STANDARD,5.5,8,AS7,Z,16.3,375
MERCEDES-BENZ,SUV - SMALL,2.0,4,AS7,Z,8.7,200
MERCEDES-BENZ,STATION WAGON - MID-SIZE,2.0,4,AS7,Z,9.4,216
MERCEDES-BENZ,SUV - SMALL,2.1,4,AS7,D,8.5,230
MERCEDES-BENZ,SUV - SMALL,3.5,6,AS7,Z,11.2,258
MERCEDES-BENZ,SUV - STANDARD,3.0,6,AS7,D,10.3,278
MERCEDES-BENZ,SUV - STANDARD,3.0,6,AS7,Z,12.0,276
MERCEDES-BENZ,SUV - STANDARD,4.7,8,AS7,Z,14.2,327
MERCEDES-BENZ,SUV - STANDARD,5.5,8,AS7,Z,15.6,359
MERCEDES-BENZ,MID-SIZE,4.7,6,AS7,Z,10.8,248
MERCEDES-BENZ,COMPACT,4.7,8,AS7,Z,12.3,283
MERCEDES-BENZ,FULL-SIZE,4.7,8,AS7,Z,12.5,288
MERCEDES-BENZ,MID-SIZE,4.7,8,AS7,Z,12.2,281
MERCEDES-BENZ,FULL-SIZE,6.0,12,AS7,Z,14.9,343
MERCEDES-BENZ,FULL-SIZE,5.5,8,AS7,Z,13.2,304
MERCEDES-BENZ,COMPACT,5.5,8,AS7,Z,13.2,304
MERCEDES-BENZ,FULL-SIZE,6.0,12,AS7,Z,15.5,357
MERCEDES-BENZ,COMPACT,6.0,12,AS7,Z,15.0,345
MERCEDES-BENZ,TWO-SEATER,4.7,8,AS7,Z,11.9,274
MERCEDES-BENZ,TWO-SEATER,5.5,8,AS7,Z,12.4,285
MERCEDES-BENZ,TWO-SEATER,6.0,12,AS7,Z,14.2,327
MERCEDES-BENZ,TWO-SEATER,1.8,4,AS7,Z,9.0,207
MERCEDES-BENZ,TWO-SEATER,1.8,4,M6,Z,9.0,207
MERCEDES-BENZ,TWO-SEATER,3.5,6,AS7,Z,9.8,225
MERCEDES-BENZ,TWO-SEATER,5.5,8,AS7,Z,10.6,244
MERCEDES-BENZ,TWO-SEATER,6.2,8,AM7,Z,15.6,359
MERCEDES-BENZ,TWO-SEATER,6.2,8,AM7,Z,15.6,359
MINI,SUBCOMPACT,1.5,3,AS6,Z,7.5,172
MINI,SUBCOMPACT,1.5,3,M6,Z,7.1,163
MINI,SUBCOMPACT,1.5,3,AS6,Z,7.5,172
MINI,SUBCOMPACT,1.5,3,M6,Z,7.2,166
MINI,MINICOMPACT,1.6,4,AS6,Z,7.7,177
MINI,MINICOMPACT,1.6,4,M6,Z,7.5,172
MINI,COMPACT,1.6,4,AS6,Z,8.7,200
MINI,COMPACT,1.6,4,M6,Z,7.5,172
MINI,TWO-SEATER,1.6,4,AS6,Z,7.6,175
MINI,TWO-SEATER,1.6,4,M6,Z,7.3,168
MINI,COMPACT,1.6,4,AS6,Z,8.7,200
MINI,COMPACT,1.6,4,M6,Z,7.5,172
MINI,TWO-SEATER,1.6,4,AS6,Z,7.7,177
MINI,TWO-SEATER,1.6,4,M6,Z,7.5,172
MINI,SUBCOMPACT,2.0,4,AS6,Z,8.2,189
MINI,SUBCOMPACT,2.0,4,M6,Z,8.6,198
MINI,SUBCOMPACT,2.0,4,AS6,Z,8.2,189
MINI,SUBCOMPACT,2.0,4,M6,Z,8.6,198
MINI,MINICOMPACT,1.6,4,AS6,Z,8.1,186
MINI,MINICOMPACT,1.6,4,M6,Z,8.1,186
MINI,COMPACT,1.6,4,AS6,Z,9.0,207
MINI,COMPACT,1.6,4,M6,Z,8.7,200
MINI,TWO-SEATER,1.6,4,AS6,Z,8.1,186
MINI,TWO-SEATER,1.6,4,M6,Z,8.1,186
MINI,COMPACT,1.6,4,AS6,Z,9.0,207
MINI,COMPACT,1.6,4,M6,Z,8.7,200
MINI,TWO-SEATER,1.6,4,AS6,Z,8.1,186
MINI,TWO-SEATER,1.6,4,M6,Z,8.1,186
MINI,SUBCOMPACT,2.0,4,AS6,Z,8.4,193
MINI,SUBCOMPACT,2.0,4,M6,Z,9.2,212
MINI,MINICOMPACT,1.6,4,AS6,Z,8.1,186
MINI,MINICOMPACT,1.6,4,M6,Z,8.1,186
MINI,COMPACT,1.6,4,AS6,Z,9.0,207
MINI,COMPACT,1.6,4,M6,Z,8.7,200
MINI,TWO-SEATER,1.6,4,AS6,Z,8.1,186
MINI,TWO-SEATER,1.6,4,M6,Z,8.1,186
MINI,COMPACT,1.6,4,AS6,Z,9.0,207
MINI,COMPACT,1.6,4,M6,Z,8.7,200
MINI,TWO-SEATER,1.6,4,AS6,Z,8.1,186
MINI,TWO-SEATER,1.6,4,M6,Z,8.1,186
MITSUBISHI,COMPACT,2.0,4,AV6,X,8.2,189
MITSUBISHI,COMPACT,2.0,4,M5,X,8.4,193
MITSUBISHI,COMPACT,2.4,4,AV6,X,9.5,219
MITSUBISHI,COMPACT,2.0,4,AM6,Z,12.5,288
MITSUBISHI,COMPACT,2.0,4,M5,Z,12.3,283
MITSUBISHI,COMPACT,2.0,4,AM6,Z,11.6,267
MITSUBISHI,STATION WAGON - SMALL,2.0,4,AV6,X,8.6,198
MITSUBISHI,STATION WAGON - SMALL,2.0,4,M5,X,8.6,198
MITSUBISHI,COMPACT,1.2,3,AV,X,5.9,136
MITSUBISHI,COMPACT,1.2,3,M5,X,6.4,147
MITSUBISHI,SUV - SMALL,2.4,4,AV6,X,8.6,198
MITSUBISHI,SUV - SMALL,2.4,4,AV6,X,9.1,209
MITSUBISHI,SUV - SMALL,3.0,6,AS6,Z,10.1,232
MITSUBISHI,SUV - SMALL,2.0,4,AV6,X,8.4,193
MITSUBISHI,SUV - SMALL,2.0,4,M5,X,8.8,202
MITSUBISHI,SUV - SMALL,2.0,4,AV6,X,8.8,202
MITSUBISHI,SUV - SMALL,2.4,4,AV6,X,9.6,221
NISSAN,TWO-SEATER,3.7,6,AS7,Z,11.1,255
NISSAN,TWO-SEATER,3.7,6,M6,Z,11.5,264
NISSAN,TWO-SEATER,3.7,6,AS7,Z,11.5,264
NISSAN,TWO-SEATER,3.7,6,M6,Z,11.8,271
NISSAN,MID-SIZE,2.5,4,AV,X,7.6,175
NISSAN,MID-SIZE,3.5,6,AV,X,9.0,207
NISSAN,SUV - STANDARD,5.6,8,A5,X,16.6,382
NISSAN,PICKUP TRUCK - SMALL,2.5,4,A5,X,12.3,283
NISSAN,PICKUP TRUCK - SMALL,2.5,4,M5,X,11.3,260
NISSAN,PICKUP TRUCK - SMALL,4.0,6,A5,X,12.7,292
NISSAN,PICKUP TRUCK - SMALL,4.0,6,A5,X,13.7,315
NISSAN,PICKUP TRUCK - SMALL,4.0,6,M6,X,13.3,306
NISSAN,SUBCOMPACT,3.8,6,AM6,Z,12.6,290
NISSAN,STATION WAGON - SMALL,1.6,4,AV7,X,7.9,182
NISSAN,STATION WAGON - SMALL,1.6,4,M6,X,7.7,177
NISSAN,STATION WAGON - SMALL,1.6,4,AV7,X,8.2,189
NISSAN,STATION WAGON - SMALL,1.6,4,M6,Z,8.3,191
NISSAN,STATION WAGON - SMALL,1.6,4,AV8,Z,8.8,202
NISSAN,COMPACT,1.6,4,A4,X,7.8,179
NISSAN,COMPACT,1.6,4,M5,X,7.7,177
NISSAN,STATION WAGON - MID-SIZE,3.5,6,AV7,X,9.8,225
NISSAN,STATION WAGON - MID-SIZE,3.5,6,AV7,X,9.9,228
NISSAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.4,216
NISSAN,SUV - SMALL,3.5,6,AV,X,10.4,239
NISSAN,SUV - SMALL,3.5,6,AV,X,10.7,246
NISSAN,SUV - SMALL,3.5,6,AV,X,11.0,253
NISSAN,SUV - STANDARD,2.5,4,AV,X,8.8,202
NISSAN,MINIVAN,3.5,6,AV,X,10.5,242
NISSAN,SUV - SMALL,2.5,4,AV,X,8.3,191
NISSAN,SUV - SMALL,2.5,4,AV,X,8.5,196
NISSAN,PICKUP TRUCK - STANDARD,5.6,8,A5,X,16.1,370
NISSAN,PICKUP TRUCK - STANDARD,5.6,8,A5,X,17.2,396
NISSAN,MID-SIZE,1.8,4,AV,X,7.2,166
NISSAN,MID-SIZE,1.8,4,M6,X,7.9,182
NISSAN,COMPACT,1.6,4,AV,X,6.8,156
NISSAN,COMPACT,1.6,4,M5,X,7.7,177
NISSAN,SUV - SMALL,4.0,6,A5,X,14.2,327
NISSAN,SUV - SMALL,4.0,6,M6,X,14.4,331
PORSCHE,MINICOMPACT,3.4,6,AM7,Z,10.1,232
PORSCHE,MINICOMPACT,3.4,6,M7,Z,10.6,244
PORSCHE,MINICOMPACT,3.4,6,AM7,Z,10.1,232
PORSCHE,MINICOMPACT,3.4,6,M7,Z,10.7,246
PORSCHE,MINICOMPACT,3.4,6,AM7,Z,10.2,235
PORSCHE,MINICOMPACT,3.4,6,M7,Z,10.7,246
PORSCHE,MINICOMPACT,3.4,6,AM7,Z,10.5,242
PORSCHE,MINICOMPACT,3.4,6,M7,Z,10.9,251
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.1,255
PORSCHE,MINICOMPACT,3.8,6,M7,Z,11.3,260
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.4,262
PORSCHE,MINICOMPACT,3.8,6,M7,Z,11.6,267
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,10.7,246
PORSCHE,MINICOMPACT,3.8,6,M7,Z,11.0,253
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.0,253
PORSCHE,MINICOMPACT,3.8,6,M7,Z,11.2,258
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.0,253
PORSCHE,MINICOMPACT,3.8,6,M7,Z,11.2,258
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.1,255
PORSCHE,MINICOMPACT,3.8,6,M7,Z,11.6,267
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,10.5,242
PORSCHE,MINICOMPACT,3.8,6,M7,Z,10.7,246
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,10.6,244
PORSCHE,MINICOMPACT,3.8,6,M7,Z,10.9,251
PORSCHE,TWO-SEATER,3.8,6,AM7,Z,14.0,322
PORSCHE,MINICOMPACT,3.4,6,AM7,Z,10.8,248
PORSCHE,MINICOMPACT,3.4,6,M7,Z,11.1,255
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.2,258
PORSCHE,MINICOMPACT,3.8,6,M7,Z,11.4,262
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.9,274
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.9,274
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.9,274
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.9,274
PORSCHE,TWO-SEATER,2.7,6,AM7,Z,9.2,212
PORSCHE,TWO-SEATER,2.7,6,M6,Z,9.9,228
PORSCHE,TWO-SEATER,3.4,6,AM7,Z,9.5,218
PORSCHE,TWO-SEATER,3.4,6,M6,Z,10.7,246
PORSCHE,TWO-SEATER,3.4,6,AM7,Z,9.8,225
PORSCHE,TWO-SEATER,3.4,6,M6,Z,10.4,239
PORSCHE,SUV - STANDARD,3.0,6,A8,D,10.2,277
PORSCHE,SUV - STANDARD,3.6,6,A8,Z,12.2,286
PORSCHE,SUV - STANDARD,4.8,8,A8,Z,14.2,327
PORSCHE,TWO-SEATER,2.7,6,AM7,Z,9.2,212
PORSCHE,TWO-SEATER,2.7,6,M6,Z,9.9,228
PORSCHE,TWO-SEATER,3.4,6,AM7,Z,9.5,218
PORSCHE,TWO-SEATER,3.4,6,M6,Z,10.7,246
PORSCHE,TWO-SEATER,3.4,6,AM7,Z,9.8,225
PORSCHE,TWO-SEATER,3.4,6,M6,Z,10.4,239
PORSCHE,SUV - SMALL,3.0,6,A7,Z,12.2,281
PORSCHE,SUV - SMALL,3.6,6,A7,Z,12.3,283
PORSCHE,FULL-SIZE,3.6,6,AM7,Z,10.9,251
PORSCHE,FULL-SIZE,3.6,6,AM7,Z,11.1,255
PORSCHE,FULL-SIZE,3.0,6,AM7,Z,11.4,262
PORSCHE,FULL-SIZE,3.0,6,AM7,Z,11.5,264
PORSCHE,FULL-SIZE,4.8,8,AM7,Z,12.7,292
